"filename", "language", "JSON with Comments", "Markdown", "JavaScript", "JSON", "JavaScript JSX", "HTML", "PostCSS", "XML", "YAML", "comment", "blank", "total"
"c:\TaskFlow\src\features\user\store\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\features\user\store\userStore.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 4, 10
"c:\TaskFlow\src\features\user\validators\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\TaskFlow\src\features\user\validators\registerSchema.js", "JavaScript", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 8, 57
"c:\TaskFlow\src\features\user\validators\updateSchema.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\TaskFlow\src\index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 436, 0, 0, 6, 76, 518
"c:\TaskFlow\src\lib\http\apiClient.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\TaskFlow\src\lib\http\authInterceptor.js", "JavaScript", 0, 0, 70, 0, 0, 0, 0, 0, 0, 1, 12, 83
"c:\TaskFlow\src\lib\http\http.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"c:\TaskFlow\src\lib\http\index.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\TaskFlow\src\lib\http\loggerInterceptor.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 2, 44
"c:\TaskFlow\src\lib\ws\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\lib\ws\ws.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 3, 11, 50
"c:\TaskFlow\src\main.jsx", "JavaScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 3, 29
"c:\TaskFlow\src\pages\auth\LoginPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 159, 0, 0, 0, 0, 0, 9, 168
"c:\TaskFlow\src\pages\auth\RegisterPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 8, 50
"c:\TaskFlow\src\pages\auth\ResetPasswordPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 184, 13, 200
"c:\TaskFlow\src\pages\auth\index.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\TaskFlow\src\pages\dashboard\DashboardPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 14, 130
"c:\TaskFlow\src\pages\dashboard\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\pages\errors\Error400.jsx", "JavaScript JSX", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"c:\TaskFlow\src\pages\errors\Error401.jsx", "JavaScript JSX", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"c:\TaskFlow\src\pages\errors\Error403.jsx", "JavaScript JSX", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"c:\TaskFlow\src\pages\errors\Error404.jsx", "JavaScript JSX", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 17
"c:\TaskFlow\src\pages\errors\Error500.jsx", "JavaScript JSX", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"c:\TaskFlow\src\pages\errors\index.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\TaskFlow\src\pages\home\HomePage.jsx", "JavaScript JSX", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 3, 63
"c:\TaskFlow\src\pages\home\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\pages\index.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\TaskFlow\src\pages\policy\PrivacyPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\TaskFlow\src\pages\policy\TermsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 6, 30
"c:\TaskFlow\src\pages\policy\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\TaskFlow\src\pages\settings\SettingsPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 7, 72
"c:\TaskFlow\src\pages\settings\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\store\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\store\modalsStore.js", "JavaScript", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 14, 61
"c:\TaskFlow\src\utils\color\hexToRgba.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\TaskFlow\src\utils\color\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\TaskFlow\src\utils\color\normalizeColor.js", "JavaScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\TaskFlow\src\utils\date\dateFormatter.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\TaskFlow\src\utils\date\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\utils\filters\boardFilters.js", "JavaScript", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 7, 51
"c:\TaskFlow\src\utils\filters\boardSorts.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 5, 37
"c:\TaskFlow\src\utils\filters\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\TaskFlow\src\utils\index.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\TaskFlow\src\utils\lowlight-loader.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\TaskFlow\src\utils\responsesHandler\apiResponsesHandler.js", "JavaScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 10, 84
"c:\TaskFlow\src\utils\responsesHandler\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\utils\sounds\canPlaySound.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\TaskFlow\src\utils\sounds\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\TaskFlow\src\utils\sounds\makeSound.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"c:\TaskFlow\src\utils\theme\toggleTheme.jsx", "JavaScript JSX", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 6, 41
"c:\TaskFlow\src\utils\toast\index.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\TaskFlow\src\utils\toast\showToast.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"c:\TaskFlow\src\validators\confirmCodeSchema.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\TaskFlow\src\validators\emailSchema.js", "JavaScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 6
"c:\TaskFlow\src\validators\index.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\TaskFlow\tailwind.config.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 1, 9
"c:\TaskFlow\vite.config.js", "JavaScript", 0, 0, 117, 0, 0, 0, 0, 0, 0, 93, 7, 217
"Total", "-", 26, 7, 1916, 12105, 7010, 18, 651, 16, 30, 615, 1117, 23511
